Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Standalone Prospectus,Standalone prospectus,Max 15000000,,23/05/2024,SLOVAKIA,Debt with denomination < €100.000,"Lucron Finance 5, s.r.o. - 097900CAKA0000183305",SK4000025292,,27/05/2024,,NBS1-000-098-215
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 3000000,,16/05/2024,SLOVAKIA,Debt with denomination < €100.000,PROXENTA Fundraising s. r. o. - 097900CAKA0000031015,SK4000025300,,16/05/2024,,100-000-703-685
Standalone Prospectus,Standalone prospectus,Max 5000000,,14/05/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000025227,,16/05/2024,,NBS1-000-097-885
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,10/05/2024,SLOVAKIA,Debt with denomination < €100.000,Log Sympatia Holding a.s. - 097900CAKA0000135581,SK4000023255,,13/05/2024,,100-000-701-310
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,10/05/2024,SLOVAKIA,Debt with denomination ≥ €100.000,Log Sympatia Holding a.s. - 097900CAKA0000135581,SK4000023248,,13/05/2024,,100-000-701-314
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,10/05/2024,SLOVAKIA,Debt with denomination ≥ €100.000,Log Sympatia Holding a.s. - 097900CAKA0000135581,SK4000023735,,13/05/2024,,100-000-701-319
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,07/05/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000025250,,09/05/2024,,100-000-700-783
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000,,06/05/2024,SLOVAKIA,Debt with denomination < €100.000,SNP Energy Funding s. r. o. - 097900CAKA0000175836,SK4000025268,,06/05/2024,,100-000-699-057
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000,,06/05/2024,SLOVAKIA,Debt with denomination < €100.000,SNP Energy Funding s. r. o. - 097900CAKA0000175836,SK4000025276,,06/05/2024,,100-000-699-064
Standalone Prospectus,Standalone prospectus,Max 150000000,30/04/2024,30/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000025086,30/04/2024,30/04/2024,CZECHIA,NBS1-000-097-270
Standalone Prospectus,Standalone prospectus,Max 5000000,,30/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000025193,,01/05/2024,,NBS1-000-097-599
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 350000000,,26/04/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. - 3157002JBFAI478MD587",SK4000025201,,26/04/2024,,100-000-695-751
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 3000000,,24/04/2024,SLOVAKIA,Debt with denomination < €100.000,SNP Energy Funding s. r. o. - 097900CAKA0000175836,SK4000025185,,24/04/2024,,100-000-694-524
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 4000000,,23/04/2024,SLOVAKIA,Derivative securities,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000025144,,24/04/2024,,100-000-694-266
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,,23/04/2024,SLOVAKIA,Derivative securities,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000025136,,24/04/2024,,100-000-694-268
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 7000000,,23/04/2024,SLOVAKIA,Derivative securities,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000025151,,24/04/2024,,100-000-694-269
Standalone Prospectus,Standalone prospectus,Max 1150000,,11/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Constario FUNDING, s. r. o. - 097900CAKA0000169628",SK4000024824,,12/04/2024,,NBS1-000-096-823
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 750000000,11/04/2024,10/04/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003560963,11/04/2024,11/04/2024,CZECHIA,100-000-685-401
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 750000000,11/04/2024,10/04/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003560971,11/04/2024,11/04/2024,CZECHIA,100-000-685-399
Standalone Prospectus,Standalone prospectus,Max 5000000,,05/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024980,,09/04/2024,,NBS1-000-096-393
Standalone Prospectus,Standalone prospectus,Max 5000000,,05/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024998,,09/04/2024,,NBS1-000-096-395
Standalone Prospectus,Standalone prospectus,Max 5000000,,04/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024972,,04/04/2024,,NBS1-000-096-264
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,04/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000025052,,05/04/2024,,100-000-681-978
Standalone Prospectus,Standalone prospectus,Max 25000000,,03/04/2024,SLOVAKIA,Debt with denomination < €100.000,"Alto RE SPV 9, s. r. o. - 097900CAKA0000152556",SK4000025045,,04/04/2024,,NBS1-000-096-394
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,,22/03/2024,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000025037,,22/03/2024,,100-000-675-843
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 2000000,,22/03/2024,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000025029,,22/03/2024,,100-000-675-843
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,19/03/2024,18/03/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",SK4000024923,19/03/2024,19/03/2024,LUXEMBOURG,100-000-673-804
Standalone Prospectus,Standalone prospectus,Max 100000000,14/03/2024,13/03/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024840,14/03/2024,14/03/2024,CZECHIA,NBS1-000-095-466
Standalone Prospectus,Standalone prospectus,Max 12500,,11/03/2024,SLOVAKIA,Shares,PROXPERIA a. s. - 097900CAKA0000160219,SK1000027542,,11/03/2024,,NBS1-000-095-320
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 25000000,,11/03/2024,SLOVAKIA,Debt with denomination < €100.000,"JTRE Financing 4, s. r. o. - 097900CAKA0000106190",SK4000024881,,12/03/2024,,100-000-669-622
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 14600000,,05/03/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000024899,,06/03/2024,,100-000-667-640
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,28/02/2024,28/02/2024,SLOVAKIA,Debt with denomination < €100.000,UNIPRO Capital a.s. - 3157002ET5519GVO9637,SK4000024873,28/02/2024,28/02/2024,CZECHIA,100-000-663-175
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,,27/02/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000023503,,28/02/2024,,100-000-663-160
Standalone Prospectus,Standalone prospectus,Max 5000000,,27/02/2024,SLOVAKIA,Debt with denomination < €100.000,ESKA Finance s.r.o. - 097900CAKA0000125881,SK4000024352,,02/04/2024,,NBS1-000-095-875
Standalone Prospectus,Standalone prospectus,Max 20000000,27/02/2024,26/02/2024,SLOVAKIA,Debt with denomination < €100.000,"GEVORKYAN, a.s. - 097900BFM30000040096",CZ0000002159,27/02/2024,27/02/2024,CZECHIA,NBS1-000-095-155
Standalone Prospectus,Standalone prospectus,Max 80000000,,22/02/2024,SLOVAKIA,Debt with denomination < €100.000,"J&T ENERGY FINANCING EUR XIV, a. s. - 097900CAKA0000143341",SK4000024857,,23/02/2024,,NBS1-000-095-078
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 80000000,21/02/2024,20/02/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003559429,21/02/2024,21/02/2024,CZECHIA,100-000-658-304
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 80000000,21/02/2024,20/02/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003559411,21/02/2024,21/02/2024,CZECHIA,100-000-658-308
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 36000000,21/02/2024,20/02/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003559437,21/02/2024,21/02/2024,CZECHIA,100-000-658-311
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 36000000,21/02/2024,20/02/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003559445,21/02/2024,21/02/2024,CZECHIA,100-000-658-313
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 40000000,,20/02/2024,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000024808,,21/02/2024,,100-000-658-301
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,21/02/2024,19/02/2024,SLOVAKIA,Debt with denomination < €100.000,"DIFOSIS, SE - 097900CAKA0000105511",SK4000024766,21/02/2024,20/02/2024,POLAND,100-000-657-983
Standalone Prospectus,Standalone prospectus,Max 100000000,15/02/2024,14/02/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024659,15/02/2024,15/02/2024,CZECHIA,NBS1- 000-089-854
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 70000000,15/02/2024,14/02/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003559171,15/02/2024,15/02/2024,CZECHIA,100-000-656-062
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 70000000,15/02/2024,14/02/2024,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003559189,15/02/2024,15/02/2024,CZECHIA,100-000-656-075
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,,13/02/2024,SLOVAKIA,Derivative securities,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000024741,,13/02/2024,,100-000-654-940
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 2000000,,13/02/2024,SLOVAKIA,Derivative securities,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000024758,,13/02/2024,,100-000-654-986
Standalone Prospectus,Standalone prospectus,Max 7000000,,13/02/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024600,,16/02/2024,,NBS1-000-094-352
Standalone Prospectus,Standalone prospectus,Max 7000000,,13/02/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024618,,16/02/2024,,NBS1-000-094-356
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 26000000,,05/02/2024,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000024642,,05/02/2024,,100-000-651-783
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 2000000,,25/01/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000022224,,25/01/2024,,100-000-646-846
Standalone Prospectus,Standalone prospectus,Max 5000000,,24/01/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024584,,24/01/2024,,NBS1-000-093-416
Standalone Prospectus,Standalone prospectus,Max 5000000,,23/01/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024568,,24/01/2024,,NBS1-000-093-413
Standalone Prospectus,Standalone prospectus,Max 5000000,,23/01/2024,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024576,,24/01/2024,,NBS1-000-093-415
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,,22/01/2024,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000024642,,23/01/2024,,100-000-644-263
Standalone Prospectus,Standalone prospectus,Max 20500000,,18/01/2024,SLOVAKIA,Debt with denomination < €100.000,"Across Properties, a.s. - 097900BJJC0000208838",SK4000024444,,19/01/2024,,NBS1-000-093-255
Standalone Prospectus,Standalone prospectus,Max 8000000,,12/01/2024,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",SK4000024204,,18/01/2024,,NBS1-000-093-188
Standalone Prospectus,Standalone prospectus,Max 15000000,,09/01/2024,SLOVAKIA,Debt with denomination < €100.000,JTSEC Financing II a. s. - 097900CAKA0000140819,SK4000024519,,12/01/2024,,NBS1-000-093-104
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 60000000,,08/01/2024,SLOVAKIA,Debt with denomination < €100.000,"JTPEG Financing SK I, a. s. - 097900CAKA0000148094",SK4000024550,,09/01/2024,,100-000-635-786
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,,05/01/2024,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000024527,,08/01/2024,,100-000-635-306
Standalone Prospectus,Standalone prospectus,Max 16657272,19/12/2023,18/12/2023,SLOVAKIA,Shares,"GEVORKYAN, a.s. - 097900BFM30000040096",SK1000025322,19/12/2023,19/12/2023,CZECHIA,NBS1-000-092-400
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,18/12/2023,18/12/2023,SLOVAKIA,Debt with denomination < €100.000,"DIFOSIS, SE - 097900CAKA0000105511",SK4000024501,18/12/2023,18/12/2023,"BELGIUM,FRANCE,NETHERLANDS",100-000-623-163
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 600000000,,12/12/2023,SLOVAKIA,Debt with denomination ≥ €100.000,"Československá obchodná banka, a.s. - 52990096Q5LMCH1WU462",SK4000024378,,13/12/2023,,100-000-621-970
Standalone Prospectus,Standalone prospectus,Max 10000000,,06/12/2023,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000024329,,11/12/2023,,NBS1-000-091-752
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 25000000,,21/11/2023,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000023982,,22/11/2023,,KP - SK4000023982
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 50000000,,21/11/2023,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000023982,,22/11/2023,,100-000-609-269
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 60000000,,15/11/2023,SLOVAKIA,Debt with denomination < €100.000,"JTPEG Financing SK I, a. s. - 097900CAKA0000148094",SK4000024188,,21/11/2023,,100-000-608-147
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 2000000,,09/11/2023,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000023305,,09/11/2023,,100-000-605-263
