Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009289845,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292393,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009292559,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009297194,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009297780,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009298754,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608262,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004606134,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608189,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004612454,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004613189,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004622099,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004619467,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616281,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,31/01/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004616604,,25/03/2022,,220001333
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,17/01/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009407041,,19/01/2022,,DK00128901
Standalone Prospectus,Standalone prospectus,Max 175000000,,03/12/2021,DENMARK,Shares,RE-MATCH HOLDING A/S - 984500P9B9383LFBF820,DK0061553674,,07/02/2022,,210000187
Standalone Prospectus,Standalone prospectus,22500000,,29/11/2021,DENMARK,Shares,SMALL CAP DANMARK A/S - 549300JUGBT2EH17X827,DK0010305077,,07/02/2022,,210000093
Base Prospectus,Base prospectus without Final terms,,,16/11/2021,DENMARK,Debt with denomination < €100.000,DLR KREDIT A/S - 529900PR2ELW8QI1B775,,,18/11/2021,,134405
Standalone Prospectus,Standalone prospectus,Max 103834621,11/11/2021,11/11/2021,DENMARK,Shares,5TH PLANET GAMES A/S - 213800MC2SGVSIBN7J53,DK0060945467,11/11/2021,11/11/2021,NORWAY,DK134292
Standalone Prospectus,Standalone prospectus,82800000,,08/11/2021,DENMARK,Shares,Relesys A/S - 98450075X6FA1337A786,DK0061680436,,14/02/2022,,DK134251
Standalone Prospectus,Standalone prospectus,1387026000,,08/11/2021,DENMARK,Shares,ALM. Brand A/S - 549300H4TGLJVZ6VTA48,DK0015250344,,14/02/2022,,DK134163
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617339,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009295149,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620556,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009295222,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620630,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009295305,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004602570,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004604196,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004607538,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004610599,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614583,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617685,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620713,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615200,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618303,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621604,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608775,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615390,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004612611,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608858,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618493,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615473,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004608932,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621794,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618576,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617412,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004609070,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621877,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004609153,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004609237,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004609310,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004609583,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004611647,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615556,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618659,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621950,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153686131,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153686131,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004610755,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153686305,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617768,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614740,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153686487,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620986,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617842,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153686560,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621018,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153686644,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004602224,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004604436,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004607298,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004610839,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614823,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617925,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621281,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153683971,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614906,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004611050,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004605086,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618063,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615044,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,LU1153684359,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621364,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618147,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004605326,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621448,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004605599,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004602810,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004604865,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004607967,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004611134,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615127,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004618220,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004621521,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009296030,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004610169,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009296113,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004613932,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617099,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614070,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009296386,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620200,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617172,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009296469,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620390,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009296543,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009299729,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004603891,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004606993,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004610243,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614153,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004617255,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004620473,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009294928,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614237,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004610409,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0009295065,,07/02/2022,,134041
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2021,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004614310,,07/02/2022,,134041
