KEY,TITLE,TITLE_COMPL,PROSP3_MEASURE,FREQ,S_NCA,PROSP3_SECURITIES_TYPE,MTR,CURR_ISSNC,PROSP3_OFFER_TYPE,PROSP3_DOCUMENT_TYPE,SEC_TYPE_CFI,ISSUER_COU,ISSUER_SECTOR,PROSP3_PRSP_TYPE,PROSP3_SME_CAT_TYPE,PROSP3_PSSP,PROSP3_VENUE,PROSP3_LNGG,MV
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.E.MT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from Malta filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[E] Equity,[MT] Malta,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.E.SI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from Slovenia filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[E] Equity,[SI] Slovenia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.EC.NL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CVT shares from Netherlands filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[EC] CVT shares,[NL] Netherlands,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ES.A0.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from EEA3 filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ES] Shares,[A0] EEA3,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ES.DE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from Germany filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ES] Shares,[DE] Germany,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ES.US.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from USA filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ES] Shares,[US] USA,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.EY.E2.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured instruments (participation) from Other European Countries  filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),[E2] Other European Countries ,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.R.UN019.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Entitlement (rights) from Americas filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[R] Entitlement (rights),[UN019] Americas,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.RF.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Mini-future certificates from World filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[RF] Mini-future certificates,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.RW.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Warrants from World filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[RW] Warrants,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.RW.E2.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Warrants from Other European Countries  filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[RW] Warrants,[E2] Other European Countries ,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.RW.FI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Warrants from Finland filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[RW] Warrants,[FI] Finland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.SCRT.GB.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from United Kingdom filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[SCRT] Securities,[GB] United Kingdom,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.SCRT.JP.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from Japan filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[SCRT] Securities,[JP] Japan,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.SCRT.LI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from Liechtenstein filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[SCRT] Securities,[LI] Liechtenstein,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.Z.US.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of securities from USA approved monthly in EA19,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,Z,[US] USA,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZALL.E2.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Other European Countries  filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[E2] Other European Countries ,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZALL.FI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Finland filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[FI] Finland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZALL.FR.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from France filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[FR] France,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZALL.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Ireland filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZNAV.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CFI not available from EEA30 filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZNAV] CFI not available,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZNAV.E2.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CFI not available from Other European Countries  filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZNAV] CFI not available,[E2] Other European Countries ,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.I8.Z.Z.Z.Z.Z.ZNAV.GB.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CFI not available from United Kingdom filled in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[I8] EA19,Z,Z,Z,Z,Z,[ZNAV] CFI not available,[GB] United Kingdom,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.CM.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Other IFs from EEA30 filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[CM] Other IFs,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.CP.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of PEs from EEA30 filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[CP] PEs,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.D.FR.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from France filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[D] Debt,[FR] France,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DB.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from EEA30 filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DB] Bonds,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DB.CZ.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from Czechia filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DB] Bonds,[CZ] Czechia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DB.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from EU27 filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DB] Bonds,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DE.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured debt (no capital protection) from Ireland filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DE] Structured debt (no capital protection),[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DM.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Other debt from Ireland filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DM] Other debt,[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DM.IT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Other debt from Italy filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DM] Other debt,[IT] Italy,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DS.FI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured debt (capital protection) from Finland filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DS] Structured debt (capital protection),[FI] Finland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DS.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured debt (capital protection) from Ireland filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DS] Structured debt (capital protection),[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DT.ES.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MTN from Spain filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DT] MTN,[ES] Spain,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DT.PL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MTN from Poland filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DT] MTN,[PL] Poland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.DT.PT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MTN from Portugal filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[DT] MTN,[PT] Portugal,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.SCRT.PT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from Portugal filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[SCRT] Securities,[PT] Portugal,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.Z.BE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of securities from Belgium approved monthly in Ireland,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,Z,[BE] Belgium,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.Z.SK.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of securities from Slovakia approved monthly in Ireland,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,Z,[SK] Slovakia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.ZALL.A1_Z.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from World - unallocated filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[A1_Z] World - unallocated,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.ZALL.GB.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from United Kingdom filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[GB] United Kingdom,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IE.Z.Z.Z.Z.Z.ZALL.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from EU27 filled in Ireland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IE] Ireland,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.DB.ROW.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from RoW filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[DB] Bonds,[ROW] RoW,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.E.A0.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from EEA3 filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[E] Equity,[A0] EEA3,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.E.UN019.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from Americas filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[E] Equity,[UN019] Americas,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.ES.A0.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from EEA3 filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[ES] Shares,[A0] EEA3,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.ES.UN019.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from Americas filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[ES] Shares,[UN019] Americas,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.SCRT.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from World filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[SCRT] Securities,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IS.Z.Z.Z.Z.Z.SCRT.CH.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from Switzerland filled in Iceland ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IS] Iceland,Z,Z,Z,Z,Z,[SCRT] Securities,[CH] Switzerland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IT.Z.Z.Z.Z.Z.E.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from EU27 filled in Italy ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IT] Italy,Z,Z,Z,Z,Z,[E] Equity,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IT.Z.Z.Z.Z.Z.EY.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured instruments (participation) from EU27 filled in Italy ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IT] Italy,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IT.Z.Z.Z.Z.Z.RF.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Mini-future certificates from EU27 filled in Italy ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IT] Italy,Z,Z,Z,Z,Z,[RF] Mini-future certificates,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.IT.Z.Z.Z.Z.Z.SCRT.US.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from USA filled in Italy ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[IT] Italy,Z,Z,Z,Z,Z,[SCRT] Securities,[US] USA,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.C.PL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CIIs from Poland filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[C] CIIs,[PL] Poland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.CI.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of IFs from EU27 filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[CI] IFs,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.CP.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of PEs from World filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[CP] PEs,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.D.DK.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from Denmark filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[D] Debt,[DK] Denmark,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.D.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from EU27 filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[D] Debt,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.DA.CH.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of ABS from Switzerland filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DA] ABS,[CH] Switzerland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.DB.A0.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from EEA3 filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DB] Bonds,[A0] EEA3,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.DB.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from Ireland filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DB] Bonds,[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.DB.PL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from Poland filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DB] Bonds,[PL] Poland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.DT.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MTN from Sweden filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[DT] MTN,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.ED.E2.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of DR equities from Other European Countries  filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[ED] DR equities,[E2] Other European Countries ,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.ED.LU.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of DR equities from Luxembourg filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[ED] DR equities,[LU] Luxembourg,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.EP.DK.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Preferred / Preference shares from Denmark filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[EP] Preferred / Preference shares,[DK] Denmark,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.ES.GB.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from United Kingdom filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[ES] Shares,[GB] United Kingdom,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.ES.PL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from Poland filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[ES] Shares,[PL] Poland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.EY.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured instruments (participation) from World filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.K0.Z.Z.Z.Z.Z.HE.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Complex options - Equities from World filled in EU not in EA19 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[K0] EU not in EA19,Z,Z,Z,Z,Z,[HE] Complex options - Equities,[A1] World,Z,Z,Z,Z,Z,Z,Z
